# Starting test run
x y points n_ticks
697 297 24 291
442 410 29 348
161 112 31 233
163 183 12 267
613 495 25 404
179 578 32 287
763 248 28 334
394 455 22 213
322 557 31 203
627 273 14 266
340 478 20 329
55 375 28 407
248 480 24 318
731 439 26 287
736 58 0 100
11 509 27 227
3 416 0 100
741 249 12 239
87 411 20 444
514 135 26 260
648 181 24 288
485 106 12 271
530 97 26 309
31 571 28 224
681 188 10 263
657 297 20 290
398 520 30 210
512 522 24 227
676 491 20 246
792 161 25 234
569 540 24 214
6 404 10 234
521 128 18 242
571 582 29 568
123 245 20 293
583 178 8 262
462 255 14 247
276 377 10 255
642 497 30 313
426 427 20 285
463 277 20 339
770 39 10 254
775 151 0 100
102 50 30 231
597 413 10 265
297 4 0 100
92 73 16 248
736 584 22 412
605 350 24 282
174 19 26 245
162 582 20 239
128 403 26 258
780 343 12 255
783 523 30 243
442 164 14 212
499 558 24 194
532 486 0 100
403 292 22 356
495 595 22 195
612 548 20 208
175 600 29 326
77 66 18 248
333 231 2 178
273 224 20 322
358 58 16 239
114 365 22 238
205 103 16 244
565 55 28 214
319 398 31 255
249 183 14 298
294 391 14 317
193 404 18 298
650 335 18 277
432 569 27 389
304 2 12 225
310 147 12 264
216 238 18 278
629 18 16 251
390 346 20 313
447 576 22 223
282 134 0 100
107 228 28 346
81 500 30 301
224 492 18 266
75 418 8 244
12 171 22 263
19 524 26 437
732 47 30 239
237 4 10 237
285 63 10 324
622 183 22 295
282 352 23 305
272 499 6 195
719 521 28 232
430 113 0 100
424 176 16 239
419 384 10 198
732 32 26 241
693 234 28 242
61 470 28 327
170 159 10 294
474 221 14 344
619 187 29 253
544 574 23 337
678 124 24 254
704 349 16 433
439 240 30 353
580 204 22 292
187 123 16 313
732 18 26 242
325 547 30 335
88 446 20 248
605 282 12 236
770 342 24 380
796 236 20 345
533 350 16 226
209 418 16 244
97 127 28 314
193 299 18 284
276 441 12 298
23 413 14 236
547 420 14 250
566 456 10 245
251 314 0 100
256 7 22 306
756 313 10 214
157 102 30 261
315 269 12 205
768 345 16 229
745 309 6 228
636 10 0 100
213 42 24 247
341 198 26 342
657 119 20 339
327 142 12 282
669 216 2 144
460 184 20 310
210 505 26 244
604 331 21 225
631 325 30 285
788 198 20 270
409 267 20 186
665 486 24 296
269 556 26 277
55 377 12 221
130 126 24 255
550 217 24 303
535 216 20 252
54 582 20 200
662 60 32 147
797 112 0 100
442 373 20 437
60 212 33 423
216 136 10 340
493 480 16 293
15 233 0 100
420 190 22 452
490 589 18 255
717 300 22 268
577 326 16 234
268 520 20 260
185 560 26 210
764 564 26 210
415 531 24 215
376 442 10 251
202 514 26 264
568 394 22 305
293 66 12 276
41 357 10 207
714 327 30 236
636 530 26 346
138 276 2 176
698 53 0 100
591 161 27 278
383 599 29 398
307 401 26 291
37 599 24 342
344 525 24 254
133 484 22 260
83 471 28 241
88 64 24 262
406 511 14 202
272 34 24 411
646 381 20 314
16 393 2 142
733 402 22 197
426 517 24 192
235 162 20 269
482 261 22 335
446 480 18 290
594 441 20 307
625 577 18 283
419 425 22 269
683 438 20 230
248 516 28 263
219 179 18 318
567 163 20 289
183 241 20 283
332 527 22 411
276 212 18 447
107 363 26 261
694 555 33 431
350 504 24 315
79 592 10 212
43 538 30 218
701 22 30 283
151 590 6 220
200 154 0 100
79 59 26 255
631 366 18 264
205 240 22 274
318 243 20 277
487 340 18 251
614 368 14 270
460 249 24 220
105 26 20 240
495 66 20 213
385 512 26 267
80 279 31 239
791 115 16 478
167 146 20 293
514 507 26 211
211 243 20 309
532 410 22 242
440 358 10 180
221 145 28 395
556 166 18 311
131 454 20 237
651 226 18 243
376 105 22 339
151 3 28 306
694 453 20 256
593 364 24 290
262 41 20 241
778 151 14 253
156 450 29 254
329 309 12 360
259 306 12 183
166 267 20 279
154 341 22 258
772 483 8 205
730 113 0 100
524 5 21 570
686 344 8 234
76 274 16 239
449 261 24 379
20 17 0 100
525 536 26 201
108 16 26 233
612 10 18 230
29 200 26 441
239 481 12 219
82 349 16 254
178 278 0 100
732 323 22 318
434 375 24 306
245 296 20 441
66 38 28 327
689 457 20 234
739 533 32 128
153 455 24 395
614 474 18 407
406 396 10 251
476 22 16 329
407 217 22 250
507 443 26 262
310 400 20 178
241 458 22 290
371 452 22 208
680 376 16 206
490 164 24 303
781 542 24 217
389 120 14 293
279 73 24 372
139 109 24 261
531 267 22 316
343 328 2 174
601 306 12 336
482 262 2 148
23 254 0 100
119 93 30 268
510 192 28 300
665 450 18 267
784 269 20 320
156 434 20 205
166 223 32 312
464 152 0 100
626 5 2 198
386 42 26 234
729 367 18 230
286 37 18 242
205 453 16 275
767 141 24 251
128 464 18 200
345 284 22 322
17 21 32 464
23 121 20 250
51 114 0 100
18 576 12 237
216 574 22 203
101 6 24 354
644 296 31 316
252 525 22 205
98 42 30 250
275 76 14 225
182 567 18 257
66 346 24 205
398 226 10 184
664 104 28 248
284 290 16 382
600 469 24 343
415 476 32 282
184 60 20 296
235 50 10 268
239 173 0 100
242 95 28 289
149 551 29 233
78 145 29 269
50 181 16 331
24 75 0 100
280 462 14 234
133 385 14 231
505 242 10 210
101 41 28 246
713 334 26 315
744 212 28 428
227 14 26 316
650 347 12 260
494 220 12 187
531 383 22 322
341 290 16 314
430 356 16 298
60 165 30 287
536 333 24 349
756 69 28 243
638 255 20 290
241 269 20 270
314 427 28 283
402 308 16 195
454 245 32 357
417 526 32 367
230 513 27 301
525 233 26 189
640 416 26 347
524 373 30 281
719 515 29 236
259 310 20 355
395 368 24 328
262 121 19 509
296 118 18 284
379 110 24 349
764 427 24 237
776 500 30 306
107 93 24 250
604 325 2 130
514 28 22 398
499 139 8 219
224 595 8 173
101 164 23 471
272 131 28 268
658 515 0 100
545 551 27 238
239 546 24 196
22 2 0 100
581 167 0 100
180 100 26 286
34 326 22 253
130 511 28 201
168 582 20 221
544 19 12 258
544 85 18 287
218 106 26 276
487 403 24 262
747 159 28 418
89 72 30 257
322 424 12 253
392 77 12 341
594 45 26 487
698 470 28 215
373 96 18 222
9 42 18 250
373 548 22 214
397 442 22 213
352 479 28 494
713 466 24 215
322 408 26 262
204 258 27 326
790 211 8 238
783 449 14 287
524 81 16 268
664 370 26 224
544 192 2 101
735 297 24 225
59 52 25 253
486 191 24 253
708 2 26 277
323 391 16 281
534 593 8 191
332 131 20 276
61 450 32 349
623 110 32 315
18 402 31 227
454 240 0 100
311 324 28 279
713 195 24 308
324 453 4 226
585 533 20 209
510 391 18 309
54 506 28 236
25 360 14 216
522 329 14 196
345 543 27 197
437 79 6 265
747 411 30 299
13 74 0 100
224 537 12 282
85 147 24 250
336 263 2 191
36 72 26 266
782 72 22 282
334 589 24 413
548 96 24 383
621 123 16 270
423 55 16 280
380 413 26 271
10 347 0 100
414 73 20 339
197 375 20 263
101 87 30 246
665 372 24 239
597 290 28 315
584 562 16 228
780 515 26 248
779 280 32 460
477 400 12 210
416 353 16 340
511 4 12 243
27 304 25 294
115 35 20 414
410 138 20 316
498 580 24 311
150 572 28 230
167 228 22 344
279 116 24 296
440 324 25 427
246 468 26 401
26 586 28 227
394 485 24 193
344 105 22 244
76 178 22 271
781 549 16 212
384 232 0 100
81 376 24 237
75 337 22 237
371 165 10 345
187 57 28 393
320 565 16 212
155 5 0 100
695 495 26 231
653 203 20 254
335 481 28 342
433 240 4 216
673 183 20 316
175 261 16 196
97 229 22 303
354 419 22 339
296 248 28 231
383 510 26 395
610 572 28 243
511 457 26 221
286 239 24 337
54 203 24 411
782 586 12 221
460 203 2 136
48 182 22 308
180 327 12 266
535 363 30 272
234 294 28 397
147 400 16 256
125 213 26 346
128 135 24 238
671 333 20 351
443 259 22 311
694 50 28 252
374 515 22 219
139 399 28 458
314 542 26 245
622 97 26 257
142 537 30 214
251 370 24 259
304 286 10 323
776 583 12 206
781 239 10 213
119 583 12 304
212 86 20 544
36 443 26 231
587 446 30 344
568 249 28 307
632 173 12 247
667 448 28 245
152 390 24 261
512 121 24 307
721 270 26 485
317 386 20 207
19 160 22 217
536 190 24 333
379 144 16 325
184 461 22 264
525 425 24 288
388 393 18 204
215 510 28 283
704 380 26 222
637 296 14 286
235 214 18 236
234 217 28 298
483 417 24 223
663 186 26 287
128 321 26 249
626 110 25 238
224 573 6 180
552 212 10 269
753 67 24 245
54 347 16 208
775 366 24 325
147 590 10 206
347 386 20 315
14 116 28 230
480 582 12 192
296 534 20 304
469 480 28 290
239 115 28 315
535 190 0 100
782 480 30 227
625 146 24 233
125 263 0 100
615 376 22 306
757 56 22 419
752 129 32 328
184 322 31 312
278 426 14 252
682 195 20 284
400 552 26 196
425 119 18 230
614 367 20 271
691 351 14 249
294 577 22 258
494 109 22 364
106 214 27 437
712 2 24 305
573 149 8 280
135 189 26 266
134 87 32 140
744 150 28 261
17 313 14 293
443 106 14 239
112 202 0 100
88 167 26 247
540 591 12 289
510 140 16 331
78 360 14 232
796 363 20 244
82 474 16 227
482 163 0 100
19 384 24 280
688 151 26 380
664 560 22 216
622 594 23 453
374 117 12 216
487 322 24 378
490 77 0 100
37 371 24 462
196 70 14 245
174 485 30 291
398 279 4 190
723 329 20 211
352 242 6 213
298 385 16 250
564 364 20 314
169 472 26 270
753 583 20 236
675 19 0 100
667 233 16 266
624 164 22 296
764 593 22 189
85 91 18 249
743 279 28 232
503 407 26 321
29 107 33 610
635 181 20 304
157 380 28 445
121 170 26 284
585 598 24 531
59 377 22 211
237 364 26 288
702 388 32 432
615 336 30 275
5 580 23 239
423 72 14 239
217 234 18 335
665 281 28 314
582 445 28 509
120 59 18 243
21 196 30 250
657 180 10 297
713 546 30 239
679 281 24 341
691 285 26 277
439 331 20 316
427 91 20 301
130 274 26 233
365 557 31 391
88 179 16 223
378 328 18 334
98 341 26 457
628 499 24 436
43 455 30 348
560 81 26 419
687 416 12 242
646 218 22 228
736 405 29 421
371 185 24 298
165 330 25 453
153 47 32 430
614 496 28 311
791 242 8 233
693 493 26 343
680 577 22 245
510 577 20 175
618 404 18 251
196 415 18 255
163 200 22 252
164 457 24 277
502 439 16 294
292 530 28 397
312 198 30 398
383 410 12 203
322 379 20 352
386 125 18 406
559 468 24 243
456 3 22 436
795 511 26 202
274 153 16 385
398 592 22 249
141 12 26 235
143 125 12 251
704 423 18 252
495 245 18 333
267 376 8 178
307 540 18 415
149 579 26 209
417 205 25 482
668 262 24 294
314 378 20 233
21 153 24 343
222 399 24 302
658 369 10 222
514 74 14 226
682 39 29 263
246 133 24 281
180 212 22 341
129 125 26 255
346 414 20 166
519 434 26 284
281 174 23 261
359 285 18 265
33 187 0 100
27 33 0 100
230 538 28 226
423 127 12 286
718 62 28 303
130 227 16 277
224 303 6 190
326 256 12 275
633 434 24 307
283 131 24 248
354 310 20 356
162 81 28 259
470 217 24 276
363 538 28 253
8 407 12 232
373 590 6 189
210 595 24 404
768 380 24 317
339 156 18 320
527 98 10 198
690 179 22 250
241 242 18 511
529 199 22 331
191 296 25 272
118 139 28 249
516 541 28 184
286 45 14 295
281 338 14 269
699 275 8 301
415 307 4 199
58 149 26 390
348 383 22 350
80 456 22 221
740 355 27 346
300 39 14 317
375 122 20 323
366 143 20 425
138 136 26 260
285 580 28 220
686 453 29 251
457 545 6 190
362 560 24 210
299 182 32 155
456 360 6 179
239 413 16 251
319 202 16 323
358 548 18 210
232 344 26 200
433 363 18 274
256 568 24 327
660 78 29 262
665 258 14 318
788 141 6 258
135 222 25 238
60 90 24 220
452 298 4 211
348 592 31 431
271 376 35 497
259 581 24 211
332 303 18 253
683 139 0 100
167 440 16 250
573 383 24 270
565 33 0 100
140 245 14 255
304 193 14 278
451 103 0 100
338 374 14 202
97 231 31 327
535 555 20 189
133 56 0 100
236 264 18 293
468 318 6 191
488 429 12 269
643 158 0 100
415 73 26 271
503 381 22 325
228 570 26 243
533 445 24 198
133 514 32 169
279 522 28 272
423 113 18 331
118 384 18 267
237 124 26 298
65 359 25 236
714 516 28 237
81 374 22 204
769 349 20 236
374 441 22 281
188 394 24 304
162 514 26 247
25 243 16 322
496 239 22 201
649 492 26 385
452 377 28 392
343 493 18 209
253 573 18 187
562 370 26 279
764 428 29 375
317 287 8 259
797 244 16 260
732 182 20 286
185 273 16 342
491 515 16 263
626 600 25 301
661 369 20 236
364 144 24 347
194 275 32 156
686 337 22 299
6 427 0 100
442 78 14 230
613 108 0 100
564 286 18 287
509 517 18 178
749 105 30 229
678 106 0 100
349 153 22 271
199 505 28 216
85 23 27 251
739 131 28 258
719 136 20 328
137 11 0 100
109 345 14 229
770 17 12 228
621 240 16 273
83 284 8 211
500 375 18 295
90 498 24 269
711 356 20 301
23 227 35 337
562 372 10 227
62 347 20 227
45 38 22 233
767 453 30 224
199 12 2 177
542 327 18 339
553 169 18 303
733 63 14 293
41 49 22 239
227 169 26 283
295 415 24 325
415 82 16 237
603 496 16 235
696 93 22 275
771 183 12 246
637 342 16 297
19 591 18 211
590 435 26 281
714 167 30 287
390 119 26 214
66 202 34 352
183 246 14 276
100 235 24 318
89 521 24 226
599 379 18 290
44 400 10 208
253 93 20 303
332 444 27 272
334 78 35 404
88 49 32 271
222 532 32 191
257 242 20 285
384 414 20 249
683 495 28 226
10 562 10 216
149 96 36 303
519 159 20 276
192 179 26 291
298 46 18 303
734 536 28 240
237 406 20 258
109 119 31 248
673 66 28 246
718 454 34 445
439 37 16 239
689 60 14 240
360 288 16 273
47 92 28 285
428 94 18 248
53 301 20 414
285 304 14 225
41 111 32 423
389 530 22 195
18 592 0 100
127 132 20 242
294 200 26 317
422 381 10 288
643 153 20 282
318 417 14 211
572 483 18 217
411 461 16 216
150 33 18 249
479 117 28 285
744 48 18 239
483 574 22 400
269 485 28 286
687 158 0 100
261 582 24 209
278 435 28 270
322 458 16 198
794 427 14 232
494 572 18 206
429 201 26 284
413 327 2 173
418 305 0 100
131 185 30 246
317 403 18 217
48 597 12 283
482 4 6 232
251 535 22 194
323 448 4 169
405 312 22 226
245 19 18 278
235 559 28 279
184 182 22 263
433 260 24 212
692 310 20 252
787 412 20 418
136 327 30 481
326 309 26 364
345 267 14 271
644 579 16 220
316 594 14 301
489 201 16 436
502 587 20 195
473 264 20 391
745 567 26 240
447 309 22 287
757 171 24 339
770 24 2 197
212 430 28 285
45 157 24 249
334 17 20 267
515 191 16 275
709 463 24 235
578 92 26 254
712 450 26 355
798 71 18 239
52 322 34 450
753 396 8 236
800 377 6 243
549 477 20 269
158 369 30 268
502 248 0 100
333 46 0 100
275 569 18 214
16 514 30 244
768 24 18 228
393 538 20 213
631 432 26 234
769 180 0 100
488 88 16 318
611 597 22 361
120 553 26 259
661 250 26 319
614 43 2 101
143 81 34 300
587 198 20 254
227 123 16 234
531 235 8 219
477 422 26 355
724 545 14 225
600 47 20 298
273 337 20 456
546 282 12 306
30 564 18 287
558 550 26 187
409 483 33 380
25 338 29 461
768 221 32 248
657 213 22 313
512 48 0 100
176 590 28 240
154 385 8 227
300 180 22 338
743 130 28 268
283 240 25 311
3 501 34 270
142 599 4 193
392 108 20 249
665 124 20 266
88 253 22 256
200 3 0 100
223 11 10 285
220 416 22 273
622 302 24 280
22 206 28 275
710 503 33 242
456 116 14 315
770 437 14 230
698 403 22 290
598 252 2 101
789 55 12 234
677 257 32 283
270 356 21 310
695 434 28 364
273 137 18 325
97 24 2 101
13 82 18 281
264 378 26 277
254 175 18 287
476 108 16 250
595 191 8 253
456 528 26 207
738 192 18 224
767 276 22 280
172 289 24 246
113 295 24 294
267 274 24 273
247 381 24 306
528 150 30 409
438 250 24 382
1 559 29 327
30 561 14 232
106 380 18 213
14 372 8 223
260 200 10 292
786 248 20 298
592 55 28 278
335 363 12 217
267 420 24 402
715 189 24 460
755 438 26 238
75 405 32 155
277 351 28 339
488 175 24 270
617 82 14 252
136 267 22 279
798 498 24 229
662 531 28 226
185 219 18 251
570 562 22 246
405 311 18 342
273 83 24 447
495 55 0 100
500 567 20 204
764 509 30 268
470 40 14 230
337 30 10 190
749 232 12 236
412 193 8 281
443 159 31 374
194 223 29 500
41 77 26 256
106 90 26 237
393 576 22 334
304 383 20 202
361 195 24 448
772 530 20 237
493 30 16 217
210 75 18 267
753 186 28 477
794 200 24 358
758 51 22 278
726 129 31 242
748 264 32 144
478 70 31 492
213 421 10 239
457 556 36 659
82 195 22 230
137 485 20 280
318 280 24 343
58 157 24 245
330 201 14 344
751 353 22 247
362 286 18 318
550 597 4 196
419 114 16 244
616 58 26 252
365 204 22 269
80 364 28 224
793 291 24 235
620 12 0 100
49 553 22 206
584 469 28 512
635 315 26 421
402 511 28 205
723 483 23 465
297 510 24 197
756 56 24 233
12 365 12 195
699 213 26 352
680 342 14 233
549 306 16 287
543 246 28 371
118 400 28 320
486 418 6 179
460 553 26 192
570 597 16 271
456 94 26 293
467 564 18 199
249 78 14 241
562 36 18 384
731 227 29 228
703 596 22 207
794 396 18 250
199 452 2 101
549 280 12 319
248 545 24 233
582 259 2 129
335 262 14 198
280 532 24 205
26 396 0 100
506 395 12 176
683 7 0 100
438 308 16 281
251 62 16 222
377 585 25 489
604 124 22 250
476 496 24 211
460 407 22 213
89 549 20 253
297 565 18 200
93 281 31 442
39 399 30 262
359 578 14 280
636 492 22 284
497 527 20 223
493 464 18 208
534 437 30 304
401 176 20 368
10 580 23 406
717 45 24 250
175 277 20 336
697 201 26 259
434 575 26 272
523 551 18 215
604 209 18 293
36 581 25 239
772 157 31 370
721 363 24 265
392 206 22 303
372 360 8 263
598 446 20 245
428 198 4 212
123 10 26 270
216 547 24 316
71 147 26 255
36 491 28 368
364 176 20 205
682 514 30 226
698 400 29 260
265 13 0 100
16 379 22 349
691 225 30 262
58 328 18 326
751 442 22 240
758 529 30 246
461 596 22 386
740 174 22 243
298 484 22 220
528 2 0 100
264 572 22 209
231 413 24 306
410 380 16 287
415 257 24 302
255 353 20 269
174 317 26 234
761 327 24 269
378 123 26 245
684 256 28 271
466 150 22 292
798 445 31 286
363 92 8 231
555 554 26 285
109 32 26 236
107 47 0 100
704 173 29 273
71 284 26 556
567 565 8 177
218 304 20 224
52 49 20 236
451 512 28 409
185 46 14 295
419 455 20 224
279 373 16 262
764 239 24 373
268 96 29 456
647 581 20 203
450 347 28 338
40 38 0 100
424 346 24 328
321 391 26 329
608 107 14 266
170 497 30 260
407 102 20 238
240 419 18 230
723 349 18 274
466 359 12 173
727 369 28 208
695 404 20 232
578 591 6 187
661 329 22 288
64 368 18 201
137 113 26 275
747 412 14 248
183 449 22 280
294 131 35 524
119 330 26 236
777 104 32 337
185 24 18 256
500 108 6 262
197 569 16 263
571 439 6 195
34 239 24 244
466 431 12 179
606 159 0 100
103 4 24 325
13 152 26 257
504 271 24 324
508 232 30 342
192 161 0 100
297 573 20 208
417 430 24 241
562 103 24 301
163 548 27 234
774 307 8 294
283 331 6 193
296 427 18 370
212 333 2 182
120 428 24 272
152 184 24 262
82 167 26 243
782 408 4 232
485 271 36 271
786 196 16 233
247 226 22 303
111 560 20 182
725 64 26 228
193 407 30 325
190 247 22 300
129 84 14 470
434 221 24 326
49 288 30 324
376 459 24 305
123 372 26 276
691 540 24 310
567 579 24 196
303 110 30 343
651 528 34 155
223 296 24 294
16 338 26 323
706 107 22 240
716 256 20 312
220 343 10 262
204 371 24 217
34 541 30 247
170 332 14 235
787 158 12 268
709 159 24 257
288 168 0 100
442 196 24 313
38 318 24 418
403 156 14 278
219 501 12 288
657 598 6 228
223 61 0 100
432 261 22 210
83 539 20 224
398 256 24 353
279 387 16 243
2 567 18 263
422 420 24 211
575 221 20 278
762 123 29 224
348 373 16 335
300 397 20 285
328 440 0 100
328 193 8 263
165 284 18 223
548 318 20 208
672 405 16 235
36 480 30 246
587 412 22 291
62 126 18 278
127 541 24 215
215 264 14 254
525 349 18 236
445 273 10 215
84 490 26 225
126 538 22 459
193 216 31 539
87 70 22 451
362 149 24 312
604 225 24 247
323 371 8 246
188 192 24 256
107 475 24 242
204 173 28 384
765 389 33 448
663 280 16 251
64 230 26 220
628 146 26 272
459 9 12 442
308 161 2 107
203 158 30 341
720 70 30 235
114 455 20 261
360 343 4 142
132 74 27 396
680 245 30 266
674 67 20 272
180 90 30 271
433 599 14 261
156 562 28 213
211 73 28 267
754 140 26 250
644 3 0 100
560 137 29 293
631 260 32 247
580 546 26 223
478 161 20 316
723 5 29 289
184 343 12 264
24 221 32 234
69 599 10 384
645 276 16 285
250 206 22 346
202 404 24 448
409 414 26 300
635 158 24 276
445 370 2 134
568 3 16 250
608 271 28 347
352 31 6 208
394 31 16 264
219 199 24 296
106 64 30 262
589 539 18 341
102 191 28 249
10 104 24 296
10 354 26 308
56 42 22 228
33 126 22 247
138 119 10 224
200 418 20 359
472 200 18 310
770 286 23 236
582 92 24 265
36 526 30 243
86 134 22 255
781 253 22 303
476 96 27 316
744 296 28 240
661 595 22 343
232 598 27 193
390 385 31 316
701 486 30 243
794 402 2 162
13 597 6 214
172 435 22 255
91 132 22 255
784 511 33 140
610 220 8 274
550 486 32 227
440 572 22 236
497 24 28 450
488 560 16 201
106 65 28 410
508 201 16 326
745 15 22 281
296 565 24 339
98 446 28 365
340 249 30 360
382 129 2 177
435 227 26 396
660 598 2 182
471 191 20 343
246 363 2 185
309 283 24 314
85 75 24 254
495 243 14 226
446 209 2 190
571 575 14 193
